steamidnumber;gametitle;releasemonth;releaseyear;releaseprice;lowestestimatedownersnumber;highestestimatedownersnumber;averageestimatedownersnumber;developer;publisher
9294;†ù~TheForeverMoon;June;2020;199,00 Ä;20;20;20;ù;ù
9295;Pandamonia;April;2019;99,00 Ä;20;20;20;RunningHoffman;RunningHoffman
9296;CaptainBones;July;2022;1.999,00 Ä;20;20;20;SaygnKarahan;WorldofPoly
9297;MechaAce;June;2014;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9298;KAKUSANKIBOU;January;2018;299,00 Ä;20;20;20;ÅÅÅù;Pujia8StudioGameraGame
9299;ThisMerchantLife;September;2019;1.099,00 Ä;20;20;20;InexplicableGames;InexplicableGames
9300;BlackLegend;March;2021;1.999,00 Ä;20;50;35;Warcave;Warcave
9301;EpicBattleFantasyCollection;May;2009;799,00 Ä;20;20;20;MattRoszak;MattRoszak
9302;SabresofInfinity;June;2013;299,00 Ä;20;20;20;HostedGames;HostedGames
9303;BatMUD;November;2019;499,00 Ä;20;20;20;AnttiALuostarinenEmilNilimaaNiklasLindroosMattiAVirtanenRikuVilleMkelLauriHolmasPolarNightSoftwareSpzoo;BalancedAlternativeTechniquesry
9304;1931ScheherazadeattheLibraryofPergamum;March;2015;499,00 Ä;50;100;75;BlackChickenStudiosinc;BlackChickenStudiosinc
9305;iGrowGame;September;2014;99,00 Ä;50;100;75;iDevGames;iDevGames
9306;HeroGenerations;April;2015;599,00 Ä;20;50;35;HeartShapedGamesLLC;HeartShapedGamesLLC
9307;GrotesqueTactics2DungeonsandDonuts;November;2011;199,00 Ä;50;100;75;SilentDreams;Headup
9308;DraytEmpire;July;2016;99,00 Ä;200;500;350;RPGVideo;BackToBasicsGaming
9309;IsItWrongtoTrytoPickUpGirlsinaDungeon?InfiniteCombate;August;2020;799,00 Ä;20;50;35;MAGESInc;PQube
9310;HeroesoftheThreeKingdoms5;November;2020;399,00 Ä;20;50;35;USERJOYTechnologyCoLtd;USERJOYTechnologyCoLtd
9311;DadQuest;August;2018;1.299,00 Ä;20;50;35;SundaeMonth;ExcaliburPublishing
9312;CounterSpell;October;2015;999,00 Ä;20;20;20;AbnormalSoftware;AbnormalSoftware
9313;DefendtheRook;October;2021;1.079,00 Ä;50;100;75;OneUpPlus;GoblinzPublishingMapleWhisperingLimited
9314;DinsLegacy;August;2019;999,00 Ä;20;50;35;SoldakEntertainment;SoldakEntertainment
9315;ShieldwallChroniclesSwordsoftheNorth;December;2018;1.499,00 Ä;20;50;35;WaveLightGamesInc;WaveLightGamesInc
9316;CardCrawl;February;2018;299,00 Ä;20;50;35;ArnoldRauers;ArnoldRauers
9317;SingleDiaryFreshGraduate;November;2019;699,00 Ä;20;20;20;ThemisdigitalentertainmentCo;FirmianaGameThemisdigitalentertainmentCo
9318;Alum;May;2015;499,00 Ä;20;50;35;CrashableStudios;N/A
9319;AntharioN;July;2015;1.499,00 Ä;50;100;75;OrphicSoftware;OrphicSoftware
9320;;April;2021;999,00 Ä;20;50;35;ù;ssw
9321;SylphyandtheSleeplessIsland;October;2021;1.599,00 Ä;20;20;20;MilkyWay;KaguraGames
9322;DuckLife;November;2020;399,00 Ä;20;20;20;WixGames;MoFunZoneInc
9323;aguardwalksintoatavern;April;2021;799,00 Ä;20;50;35;SuQing;SuQing
9324;Fortune499;May;2018;499,00 Ä;20;20;20;APThomson;APThomson
9325;SudokuRPG;February;2021;299,00 Ä;20;50;35;RainbowStudio;RainbowStudio
9326;TalismanOrigins;May;2019;599,00 Ä;20;50;35;NomadGames;NomadGames
9327;Zotrix;July;2015;1.299,00 Ä;20;50;35;ZeroBitGames;OceanMediaLLC
9328;GobbyMcGobblenutzPresentsTheArtoftheDadJokeChapter1;November;2021;199,00 Ä;20;20;20;RandumbStudios;RandumbStudios
9329;BeyondReality;January;2016;54,00 Ä;20;50;35;EternalShadowStudios;AldorleaGames
9330;DemonsRiseLordsofChaos;April;2018;699,00 Ä;20;50;35;WaveLightGamesInc;WaveLightGamesInc
9331;WarriOrb;April;2020;1.299,00 Ä;20;20;20;NotYet;NotYetMapleWhisperingLimited
9332;BQMBlockQuestMaker;July;2018;999,00 Ä;20;20;20;WonderlandKazakiriinc;GameraGamesidealCat
9333;;August;2021;699,00 Ä;20;50;35;DawnLightWorkshop;MedusasGame
9334;OmegaQuintet;December;2017;2.999,00 Ä;20;20;20;IdeaFactory;GhostlightLTD
9335;DevoidofShadows;July;2017;899,00 Ä;20;20;20;NGameStudiosSixteenSquares;ArsLogicaLP
9336;FloweringAbyss;February;2022;799,00 Ä;20;20;20;CHARON;Pujia8Studio
9337;VultureforNetHack;February;2005;299,00 Ä;20;20;20;DarkArtsStudios;DarkArtsStudios
9338;ElminageGothic;September;2014;999,00 Ä;20;50;35;StarfishSDInc;GhostlightLTD
9339;NoTurningBackThePixelArtActionAdventureRoguelike;January;2016;299,00 Ä;50;100;75;ColloseusXcpmilan;PhatPhrogStudios
9340;WARMA;July;2019;999,00 Ä;50;100;75;BAD;WARMACorp
9341;PurrfectApawcalypsePatchesInfurno;May;2021;699,00 Ä;20;20;20;DennyTruongAndySchneider;90%Studios
9342;Rum&Gun;May;2020;499,00 Ä;20;20;20;Borington;Borington
9343;HeroesRiseHeroFall;July;2014;399,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9344;Thefairytaleyoudontknow;January;2021;1.899,00 Ä;20;20;20;FlyingPanjandrum/ÅÅÅê†;OTAKUPlan
9345;PeekabooLite;March;2021;99,00 Ä;20;20;20;RedasterStudio;RedasterStudio
9346;;January;2022;199,00 Ä;20;50;35;USERJOYTechnologyCoLtd;USERJOYTechnologyCoLtd
9347;BetrayalAtClubLow;September;2022;999,00 Ä;20;50;35;CosmoDStudios;CosmoDStudios
9348;~LostBranchofLegend;August;2022;2.999,00 Ä;20;20;20;AliothStudio;AliothStudio
9349;Metatron;April;2020;1.599,00 Ä;20;20;20;GhostCopy;CheeseGames
9350;ù~FloweringAcrosstheHakugyokurou;July;2019;99,00 Ä;20;20;20;ù;ù
9351;SuitsAbsolutePower;October;2020;249,00 Ä;20;50;35;TechnomancyStudios;TechnomancyStudios
9352;BugsMustDie;April;2019;599,00 Ä;20;20;20;DGGamesWorkshop;DGGamesWorkshop
9353;CardsofCthulhu;October;2016;99,00 Ä;20;20;20;AwokerGames;AwokerGames
9354;VoidMemory;October;2017;1.499,00 Ä;20;50;35;Gustav;Gustav
9355;3DRPG;January;2016;49,00 Ä;100;200;150;DoomsterEntertainment;DoomsterEntertainment
9356;AlphaKimori1;March;2014;999,00 Ä;50;100;75;Sherman3D;Sherman3D
9357;GreedBlackBorder;January;2010;74,00 Ä;100;200;150;HeadupGamesClockstone;HeadupGames
9358;WildSeason;December;2015;1.699,00 Ä;20;20;20;QuickfireGames;QuickfireGames
9359;Prodigal;October;2020;1.499,00 Ä;20;20;20;Colorgrave;Colorgrave
9360;TheStormGuardDarknessisComing;August;2016;1.999,00 Ä;20;50;35;BitmenStudios;BitmenStudios
9361;SpaceCourt;June;2020;299,00 Ä;20;20;20;UphillPromise;UphillPromise
9362;9thDawnII;October;2016;599,00 Ä;20;20;20;Valorware;Valorware
9363;JustRideApparentHorizonÅê;May;2019;1.999,00 Ä;20;20;20;HorusGames;HorusGamesCheeseGames
9364;MidnightMahjong;November;2021;699,00 Ä;20;20;20;AleCubicSoft;OTAKUPlan
9365;3StarsofDestiny;March;2014;1.499,00 Ä;20;50;35;AldorleaGames;Komodo
9366;LandinarIntotheVoid;September;2018;1.999,00 Ä;20;50;35;ConvoyGames;ConvoyGames
9367;;July;2022;699,00 Ä;20;20;20;PEARFLOWER;PEARFLOWERLoveStoryProject
9368;AtelierShallieAlchemistsoftheDuskSeaDX;January;2020;3.999,00 Ä;20;20;20;KOEITECMOGAMESCOLTD;KOEITECMOGAMESCOLTD
9369;TheBonfireForsakenLands;March;2018;799,00 Ä;20;20;20;XigmaGames;XigmaGames
9370;bitDungeonIII;May;2019;499,00 Ä;20;50;35;KintoGamesLLC;KintoGamesLLC
9371;ElliotQuest;November;2014;999,00 Ä;20;50;35;AnsimuzGames;PlayEveryWare
9372;DungeonAdventure;March;2022;999,00 Ä;20;20;20;êJustforfun;BDGames
9373;AstriaAscending;September;2021;3.499,00 Ä;20;50;35;ArtisanStudios;DearVillagersMapleWhisperingLimited
9374;InvasionBrainCraving;June;2016;99,00 Ä;500;1000000;750;NewRealityGames;NewRealityGames
9375;YiYi;March;2022;99,00 Ä;20;20;20;;
9376;ALILIAÅ;April;2019;99,00 Ä;20;20;20;CCD;
9377;Haque;November;2017;1.499,00 Ä;20;20;20;SuperTryStudios;SuperTryStudios
9378;ê~TouhouChaosofBlackLoong;August;2019;99,00 Ä;20;20;20;LonhongTeam;LonhongMedia
9379;TalesofWindsTomboftheSolEmpire;December;2017;199,00 Ä;20;20;20;;SakuraGame
9380;Disgaea6Complete;June;2022;6.999,00 Ä;20;20;20;NipponIchiSoftwareInc;NISAmericaInc
9381;IAmOverburdened;November;2017;499,00 Ä;20;50;35;MagicItemTech;MagicItemTech
9382;ZombieExodus;December;2011;799,00 Ä;20;20;20;HostedGames;HostedGames
9383;GordonStreaman;September;2019;1.299,00 Ä;20;20;20;Brouillard;Brouillard
9384;TheDioFieldChronicle;September;2022;5.999,00 Ä;20;20;20;SquareEnixLANCARSELtd;SquareEnix
9385;Eclipse;October;2021;1.399,00 Ä;50;100;75;MadRock;MadRock
9386;FoxGirlsNeverPlayDirty;November;2021;1.599,00 Ä;20;20;20;AVANTGARDE;KaguraGames
9387;Undefeated;April;2015;59,00 Ä;20;50;35;AldorleaGames;AldorleaGames
9388;MonsterXMonster;May;2019;299,00 Ä;20;20;20;VanGame;VanGame
9389;ImprisonedLight;October;2016;99,00 Ä;20;50;35;imaginiteLtd;imaginiteLtd
9390;FeralBlue;October;2019;1.999,00 Ä;20;20;20;SnowbirdGames;SnowbirdGames
9391;CODECRACKER†Å†;March;2019;899,00 Ä;20;20;20;è;è
9392;HeroesRiseTheHeroProject;September;2013;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9393;AMagicalHighSchoolGirlê;November;2016;999,00 Ä;50;100;75;illuCalab;SekaiProject
9394;Conviction;February;2021;1.499,00 Ä;20;20;20;Maker†;RMAsiaLightofCreatorsMaker†
9395;CryptoftheSerpentKing;December;2016;199,00 Ä;20;50;35;RendercodeGames;RendercodeGames
9396;VALHALLHarbingerPreBetaTesting;October;2020;2.999,00 Ä;20;20;20;BlackroseArts;BlackroseArts
9397;SummonersFate;June;2022;1.799,00 Ä;20;20;20;D20StudiosLLC;D20StudiosLLCWhisperGames
9398;Destropolis;August;2020;599,00 Ä;20;20;20;IgrekGames;GamesIncubatorPlayWaySA
9399;HINGEVR;November;2020;1.999,00 Ä;20;20;20;Arcadia;Arcadia
9400;ShadowsofKurgansk;December;2016;599,00 Ä;20;20;20;YadonStudio;GaijininCubator
9401;DontCheatOnMe;January;2021;799,00 Ä;20;50;35;ANormalMonkeyStudios;ANormalMonkeyStudios
9402;ÅÅ20RailwayToDream;April;2021;699,00 Ä;20;20;20;39Soft;moenorthrailway
9403;MetaHumanInc;December;2015;599,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9404;Tavernier;August;2016;299,00 Ä;20;50;35;FromTheBard;FromTheBard
9405;GODWARSTheCompleteLegend;June;2019;2.999,00 Ä;20;20;20;DRAGAMIGAMESLTD;DRAGAMIGAMESLTD
9406;WaywardSouls;August;2019;1.499,00 Ä;20;20;20;RocketcatGames;RocketcatGames
9407;SpaceRobinsonHardcoreRoguelikeAction;October;2019;999,00 Ä;20;50;35;LuxorixGames;AlawarPremium
9408;XMushrooms;March;2019;399,00 Ä;20;20;20;ShaBi;ShaBi
9409;NeurodeckPsychologicalDeckbuilder;March;2021;1.399,00 Ä;20;20;20;TavroxGames;GoblinzPublishingMapleWhisperingLimited
9410;ChoiceofMagics;August;2018;699,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9411;Enemy;March;2015;1.499,00 Ä;20;20;20;TomJohnson;TomJohnson
9412;Unexplored2TheWayfarersLegacy;May;2022;2.499,00 Ä;20;50;35;Ludomotion;BigSugar
9413;RomancingSaGa2;December;2017;749,00 Ä;20;50;35;SquareEnixArtePiazza;SquareEnix
9414;SpellForce2DemonsofthePast;January;2014;1.999,00 Ä;200;500;350;THQNordicMindOverMatterStudios;THQNordic
9415;3dSenVR;June;2019;1.999,00 Ä;20;50;35;GeodStudio;GeodStudio
9416;DiscCreatures;October;2019;1.499,00 Ä;20;20;20;PICORINNESOFT;DANGENEntertainment
9417;SandsofAura;October;2021;2.499,00 Ä;20;20;20;ChashuEntertainment;FreedomGames
9418;TheAmbassadorFracturedTimelines;August;2020;1.499,00 Ä;20;20;20;tinyDinoGames;TheQuantumAstrophysicistsGuild
9419;~AzurRing~virgin†and†slaves†phylacteries;July;2020;1.399,00 Ä;20;20;20;PinkPeachStudio;PinkPeach
9420;AgarestGenerationsofWar2;February;2015;1.999,00 Ä;20;50;35;IdeaFactory;GhostlightLTD
9421;MyVillageLife;August;2020;1.199,00 Ä;20;20;20;PapucsGames;PapucsGames
9422;Cardpocalypse;October;2020;1.249,00 Ä;20;20;20;Gambrinous;VersusEvil
9423;CreatureCreator;August;2022;99,00 Ä;20;50;35;DanielLochner;DanielLochner
9424;TheAmberThrone;July;2015;1.499,00 Ä;20;50;35;JoshuaMissile;JoshuaMissile
9425;TheAllianceAliveHDRemastered;January;2020;3.999,00 Ä;20;20;20;FURYUCorporation;NISAmericaInc
9426;XPGirls;November;2019;199,00 Ä;20;20;20;OneShark;SakuraGame
9427;SaGaSCARLETGRACEAMBITIONS;August;2018;899,00 Ä;20;20;20;SquareEnix;SquareEnix
9428;TeslaForce;November;2020;1.699,00 Ä;20;50;35;10tonsLtd;10tonsLtd
9429;DepthofExtinction;September;2018;1.499,00 Ä;20;50;35;HOFStudios;HOFStudios
9430;Aveyond4ShadowoftheMist;February;2016;1.499,00 Ä;20;50;35;AmaranthGamesLLC;Komodo
9431;YsIXMonstrumNOX;January;2022;5.499,00 Ä;20;20;20;NihonFalcom;CloudedLeopardEntertainment
9432;MagicScrollTacticsçç;April;2018;1.199,00 Ä;20;50;35;ê;êGameraGames
9433;WastelandRemastered;February;2020;599,00 Ä;20;50;35;inXileEntertainmentKromeStudios;inXileEntertainment
9434;BraveryNetworkOnline;February;2021;2.499,00 Ä;20;20;20;GLOAM;GLOAM
9435;TouHouNilSoul;February;2020;799,00 Ä;20;20;20;Reêù;ù
9436;VERSUSTheLostOnes;August;2015;399,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9437;AHealerOnlyLivesTwice;June;2016;499,00 Ä;20;50;35;PonPonGames;PLAYISM
9438;AlienShooterLastHope;November;2020;499,00 Ä;50;100;75;SigmaTeamInc;SigmaTeamInc
9439;AtelierFirisTheAlchemistandtheMysteriousJourneyDX;April;2021;3.999,00 Ä;20;20;20;KOEITECMOGAMESCOLTD;KOEITECMOGAMESCOLTD
9440;DataHackerInitiation;July;2014;99,00 Ä;1000000;2000000;1500000;NewRealityGames;NewRealityGames
9441;DUNGEONSOFCHAOS;September;2017;899,00 Ä;20;20;20;VolkerElzner;VolkerElzner
9442;SkeletalAvenger;September;2021;747,00 Ä;20;20;20;10tonsLtd;10tonsLtd
9443;WingedSakuraMindysArc;November;2014;999,00 Ä;20;20;20;WINGEDSAKURAGAMES;WINGEDSAKURAGAMES
9444;AgesofMagesThelastkeeper;February;2019;1.199,00 Ä;20;20;20;YFCgames;YFCgames
9445;Heavenworld;April;2020;1.199,00 Ä;20;20;20;HeliosProduction;HeliosProduction
9446;Ghostlore;April;2022;1.599,00 Ä;20;50;35;AndrewTeoAdamTeo;ATATGames
9447;ShadowplayMetropolisFoe;August;2021;999,00 Ä;20;20;20;CrossingstarStudio;2PGames
9448;EBOLA2;January;2021;1.299,00 Ä;100;200;150;indiegamesstudio;indiegamesstudio
9449;DeskmateGirl;June;2020;199,00 Ä;20;50;35;MkII;MkII
9450;AtelierLydie&SuelleTheAlchemistsandtheMysteriousPaintingsDX;April;2021;3.999,00 Ä;20;20;20;KOEITECMOGAMESCOLTD;KOEITECMOGAMESCOLTD
9451;Transcendence;July;2015;1.499,00 Ä;20;50;35;KronosaurProductions;KronosaurProductions
9452;ZombieExodusSafeHaven;October;2016;499,00 Ä;20;20;20;HostedGames;HostedGames
9453;WolflordWerewolfOnline;August;2019;249,00 Ä;100;200;150;LizardFactory;LizardFactory
9454;PrecipiceofDarknessEpisodeTwo;October;2008;799,00 Ä;100;200;150;HotheadGames;HotheadGames
9455;MEATRPG;February;2021;1.199,00 Ä;20;20;20;TrippinBears;TrippinBears
9456;LostDimension;October;2017;2.499,00 Ä;20;50;35;FURYUCorporation;GhostlightLTD
9457;TreasurechestCorpsêÅÅ;May;2019;809,00 Ä;20;50;35;WhitePeach;WhitePeach
9458;Purgatory;June;2016;99,00 Ä;50;100;75;EduardMirica;NewRealityGames
9459;SpellMasterTheSaga;February;2022;1.599,00 Ä;20;20;20;SpellbookCreations;ValkyrieInitiative
9460;KingSim;May;2020;999,00 Ä;20;20;20;FuzzyPixelGameStudio;FuzzyPixelGameStudio
9461;XuanYuanSword2;February;2021;499,00 Ä;20;20;20;DOMOStudioSOFTSTARENTERTAINMENT;SOFTSTARENTERTAINMENT
9462;MachinaofthePlanetTreePlanetRuler;July;2015;1.299,00 Ä;20;50;35;DennekoYuugi;SekaiProject
9463;AronsAdventure;April;2021;2.999,00 Ä;20;20;20;TimvanKanTomRaudys;TiMerGames
9464;DoorsofInsanity;January;2022;1.699,00 Ä;20;20;20;OneShark;NeonDoctrine
9465;TheVikingWay;October;2020;1.499,00 Ä;20;50;35;IceLavaGames;IceLavaGames
9466;CandiceDeBbsIncrediblyTrickLifestyle;March;2016;499,00 Ä;20;20;20;HavishamoneGames;HavishamoneGames
9467;CrownChampionLegendsoftheArena;October;2016;399,00 Ä;20;50;35;PilgrimAdventures;GrabTheGames
9468;Wizardry6BaneoftheCosmicForge;September;2013;499,00 Ä;100;200;150;SirTech;DrecomCoLtdNightdiveStudios
9469;ForeverHome;October;2017;99,00 Ä;20;20;20;PixelBladeGames;PixelBladeGames
9470;ChampionoftheGods;July;2015;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
9471;CitizenofRomeDynastyAscendant;May;2019;999,00 Ä;50;100;75;CitizenofRomeDynastyAscendantSathvikSoftwareSolutions;CitizenofRomeDynastyAscendantSathvikSoftwareSolutions
9472;EnvytheDead;September;2016;99,00 Ä;50;100;75;KazakovOleg;KazakovOleg
9473;MedievalShopkeeperSimulator;May;2018;0,00 Ä;20;50;35;DavidMoralejoSnchez;GrabTheGames
9474;Chosen2;March;2017;499,00 Ä;50;100;75;LittleBigLee;SenpaiStudios
9475;TheMomentWeMet;October;2018;199,00 Ä;20;50;35;ê;SakuraGame
9476;WanderlustAdventures;August;2015;999,00 Ä;50;100;75;YetiTrunk;Chucklefish
9477;TheSacrificialGirloftheFantasy3Kingdoms;February;2022;1.199,00 Ä;20;20;20;selenophobia;selenophobiaDreamStep
9478;TheLegendofHeroesSennoKisekiIIKAITheErebonianCivilWar;February;2021;1.749,00 Ä;20;20;20;NihonFalcom;CloudedLeopardEntertainment
9479;RiddledCorpses;June;2015;799,00 Ä;20;50;35;DanielFernandezChavez;DiabolicalMind
9480;SalvationProphecy;October;2013;1.999,00 Ä;50;100;75;FiredanceGames;VertigoGamingInc
9481;LingARoadAlone;September;2019;999,00 Ä;20;50;35;ChautauquaSoftware;CheeseGames
9482;BeyondtheSunset;October;2017;99,00 Ä;20;20;20;ù;ù
9483;StarStoryTheHorizonEscape;September;2017;899,00 Ä;20;20;20;EvilCoGames;EvilCoGames
9484;ALongWayDown;August;2020;1.799,00 Ä;20;20;20;SeenapsisStudio;GoblinzPublishingMapleWhisperingLimitedMugenCreations
9485;FracturedOnline;September;2022;2.599,00 Ä;50;100;75;DynamightStudios;gamigoUSInc
9486;NinjaVillage;May;2022;746,00 Ä;20;20;20;KairosoftCoLtd;KairosoftCoLtd
9487;SnailBob2TinyTroubles;September;2015;499,00 Ä;20;20;20;HunterHamster;HunterHamster
9488;TheLegendofHeroesZeronoKisekiKai;December;2021;3.499,00 Ä;20;20;20;NihonFalcom;CloudedLeopardEntertainment
9489;ArrestofastoneBuddha;February;2020;584,00 Ä;20;20;20;yeo;yeo
9490;LolitaExpedition;January;2022;599,00 Ä;20;50;35;GIRLSOUL;GIRLSOULDreamStep
9491;Critadel;October;2021;1.999,00 Ä;20;20;20;PixelianStudio;NicalisInc
9492;DontSink;April;2018;999,00 Ä;20;50;35;FernNigroChristopherAnselmoDanielMarques;StudioEris
9493;AgeofGladiatorsIIRome;August;2018;1.999,00 Ä;50;100;75;CreativeStormEntertainment;CreativeStormEntertainment
9494;AldersBloodDefinitiveEdition;April;2020;599,00 Ä;20;20;20;ShockworkGames;NoGravityGames
9495;5FantasiaSango5;August;2018;2.999,00 Ä;50;100;75;USERJOYTechnologyCoLtd;USERJOYTechnologyCoLtd
9496;TheAmazingAmericanCircus;September;2021;1.999,00 Ä;50;100;75;KlabaterJugglerGames;Klabater
9497;LanternForge;July;2014;999,00 Ä;20;50;35;HearthfireStudios;HearthfireStudios
9498;TheWindandWiltingBlossom;December;2020;1.499,00 Ä;20;20;20;PicklefeetGames;PicklefeetGames
9499;AshenForest;June;2020;699,00 Ä;20;20;20;GentleRavenGames;PsychoFluxEntertainment
9500;TouhouShoujoTaleofBeautifulMemoriesù;August;2019;2.999,00 Ä;20;20;20;TheNMainShop;DLsite
9501;Alluris;October;2019;999,00 Ä;20;20;20;562Interactive;562Interactive
9502;XXZXXL;September;2017;599,00 Ä;20;20;20;LStotch;LStotch
9503;TheAdventurerEpisode1BeginningoftheEnd;July;2017;499,00 Ä;100;200;150;ZemunBRE;SAIndustry
9504;ZombiePlayground;October;2016;999,00 Ä;20;50;35;stealthgg;stealthgg
9505;RadicalDungeonSweeper;February;2018;1.299,00 Ä;20;50;35;BenjaminSoulMathieuLeyssenneYoannLaulan;BenjaminSoul
9506;†;April;2019;1.199,00 Ä;20;20;20;winwill;winwill
9507;BridgeConstructorPlayground;July;2014;199,00 Ä;50;100;75;ClockStone;Headup
9508;èÅ;August;2019;1.299,00 Ä;20;50;35;LLCBliniGames;SurefireGames
9509;;June;2022;1.799,00 Ä;20;20;20;weiqian;INDIECN
9510;EpiphanyCity;April;2022;999,00 Ä;20;20;20;CameronLadjevardiDavidElliot;BigShieldGames
9511;PeacefulDays;February;2020;999,00 Ä;20;20;20;NhatNguyen;NhatNguyen
9512;Leviathan~ASurvivalRPG~;November;2018;499,00 Ä;20;50;35;TechnoBrake;KaguraGames
9513;AncientGods;August;2022;1.999,00 Ä;20;20;20;Hexpion;Hexpion
9514;KingdomBuilders;June;2021;1.499,00 Ä;20;20;20;ebb&flowgames;ebb&flowgames
9515;WasteWalkers;June;2015;499,00 Ä;20;50;35;CorrosiveStudiosLLC;CorrosiveStudiosLLC
9516;DIMENSIONREIGNROGUELIKEDECKBUILDER;March;2020;1.799,00 Ä;20;20;20;ScopeNextInc;PQube
9517;BossConstructor;October;2016;749,00 Ä;20;50;35;NeomateriaGamesGmbH;NeomateriaGamesGmbH
9518;GaiaBeyond;August;2020;1.499,00 Ä;100;200;150;WarpTurtle;WarpTurtle
9519;NearlyDead;September;2021;2.499,00 Ä;20;20;20;MonoSoftwareInc;MonoSoftwareInc
9520;ElementSpace;February;2019;2.499,00 Ä;20;20;20;SixthVowel;IncaGames
9521;CoffeeflavorofloveÅ;February;2021;239,00 Ä;20;20;20;PGVPTEAM;33ParadoX&igstore
9522;AgeofFear3TheLegend;September;2017;2.999,00 Ä;20;20;20;LeslawSliwko;AgeofFear
9523;MonstersDenBookofDread;June;2008;499,00 Ä;20;50;35;Monstrum;Monstrum
9524;TaleOfSwords;December;2019;999,00 Ä;20;20;20;;
9525;Girlscivilization;January;2020;2.499,00 Ä;20;20;20;Moondolino;Moondolino
9526;ZoopHuntersGrimm;March;2017;199,00 Ä;200;500;350;WarfareStudios;SenpaiStudios
9527;AStudyinSteampunkChoicebyGaslight;November;2015;399,00 Ä;20;20;20;HostedGames;HostedGames
9528;HimekoSutori;January;2021;1.899,00 Ä;20;20;20;RockwellStudiosLLC;RockwellStudiosLLC
9529;EpicManagerCreateYourOwnAdventuringAgency;December;2016;1.799,00 Ä;50;100;75;ManaVoidEntertainment;ManaVoidEntertainmentIndieAsylum
9530;AnonymousME;July;2022;299,00 Ä;20;50;35;RKTime;ChengdulongyuanNetworkTechnologyCoLtd
9531;Wizardry7CrusadersoftheDarkSavant;September;2013;499,00 Ä;100;200;150;SirTech;DrecomCoLtdNightdiveStudios
9532;†Å;August;2021;199,00 Ä;20;50;35;EternalDream;EternalDream
9533;CountryGirlKeiko;January;2020;1.119,00 Ä;20;50;35;OtaGuchiField;KaguraGames
9534;LifeZSurvival;March;2018;999,00 Ä;20;50;35;iDsGames;iDsGames
9535;AttackHeroes;April;2017;999,00 Ä;20;20;20;EjoyGames;EjoyGames
9536;MagicalDiaryWolfHall;February;2020;2.499,00 Ä;20;20;20;HanakoGames;HanakoGames
9537;KozuesStrangeJourney;August;2020;1.124,00 Ä;20;20;20;Asakiyumemishi;KaguraGames
9538;ÅÅSavetheprincessSaveafartÅ;December;2021;199,00 Ä;20;50;35;;
9539;WhiteLily2;November;2020;499,00 Ä;20;50;35;;
9540;NotTonight2;February;2022;1.999,00 Ä;20;20;20;PanicBarn;NoMoreRobots
9541;HardTime;August;2017;499,00 Ä;20;20;20;MDickie;MDickie
9542;†ù;January;2021;1.699,00 Ä;20;50;35;AshGameStudio;AshGameStudioDreamStep
9543;HailtotheKingDeathbat;October;2014;599,00 Ä;20;20;20;SubscienceStudios;AvengedSevenfold
9544;GymSimulator;November;2018;199,00 Ä;20;50;35;SchwarzGames;KavkazSilaGames
9545;Gunlocked;April;2022;399,00 Ä;20;20;20;FromLefcourt;FromLefcourt
9546;TheDungeonofLuluFarea;January;2019;1.299,00 Ä;20;20;20;GalaxyWars;DLsite
9547;Unsouled;April;2022;1.999,00 Ä;20;20;20;MegustaGame;NEOWIZ
9548;KingdomofAthamCrownoftheChampions;January;2022;1.299,00 Ä;20;20;20;SofaMauveStudioInc;SofaMauveStudioInc
9549;ActiveDBGBravesRage;April;2022;999,00 Ä;20;20;20;ISVR;AstrolabeGames
9550;SiegeofAvalonAnthology;April;2021;999,00 Ä;20;20;20;DigitalTomeGeneralArcadeSteffenNyeland;SNEG
9551;†;June;2021;399,00 Ä;20;20;20;ç;DreamStep
9552;ErannorthChronicles;September;2021;699,00 Ä;20;20;20;SpyridonThalassinos;SpyridonThalassinos
9553;StrainTactics;May;2017;1.499,00 Ä;20;20;20;TouchDimensionsInteractive;TouchDimensionsInteractive
9554;ApostleRebellion;July;2022;1.599,00 Ä;20;20;20;kamichichi;KaguraGames
9555;Buccaneers;March;2022;1.799,00 Ä;20;20;20;SkywardDigital;ValkyrieInitiative
9556;MonsterGirlsandtheMysteriousAdventure2;August;2022;2.499,00 Ä;20;20;20;NEKOTOKAGEGAMES;NEKOTOKAGEGAMES
9557;HeroesofaBrokenLand;August;2014;374,00 Ä;20;50;35;WingedPixelInc;WingedPixelInc
9558;ZDawn;December;2019;999,00 Ä;20;50;35;GoldenGodGames;GoldenGodGames
9559;AZURA;November;2017;199,00 Ä;20;50;35;CUTEANIMEGIRLS;Tranquilitygames
